economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
India,IND,160529693,1.944117978,1,70,1,4,1,1,1,1,0,1,1,1,1,1,2,1,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,2,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,2,2,2,2,2,,,,,,3,3,3,3,,2,,1,0,4,3,3,4,4,5,1,2,1,1
India,IND,144919817,0.865472618,1,30,1,3,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,1,1,1,2,,,1,1,1,1,4,1,,0,0,4,1,4,1,4,5,2,2,1,0
India,IND,126208873,0.38170484,2,32,4,2,1,1,1,1,0,2,1,2,,,2,2,1,1,2,1,4,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,4,1,2,1,,3,1,1,2,,,,4,,,,1,1,2,1,,,1,2,2,2,1,,,2,1,2,2,2,2,2,,,,,,1,1,1,1,2,1,,1,1,2,4,3,4,1,6,2,2,1,0
India,IND,185036430,2.416926705,1,60,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,1,4,4,4,4,4,3,1,2,0,0
India,IND,174403749,1.143241795,2,45,1,1,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,2,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,182169735,1.795365319,2,55,1,1,1,1,1,1,0,1,2,1,2,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,2,4,4,4,2,5,1,2,0,0
India,IND,147592394,0.21743007,2,35,2,2,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,1,1,4,1,,1,1,4,1,1,4,4,5,1,2,1,0
India,IND,128009602,0.588633476,2,32,3,5,1,1,1,1,1,2,1,1,1,1,1,1,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,1,1,1,2,,,1,1,1,4,2,1,,0,0,1,4,4,1,1,5,1,1,1,1
India,IND,169365058,0.541277335,1,42,2,4,1,1,1,1,0,1,1,1,1,2,1,1,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,1,2,2,,,,2,1,,2,2,1,2,,4,1,1,2,,,,2,,,,1,1,1,1,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,1,1,3,4,4,4,1,5,1,2,1,0
India,IND,183998403,0.462488911,2,18,2,3,1,2,1,1,1,3,1,1,1,2,1,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,1,2,2,1,2,,,2,1,1,2,1,,2,2,1,3,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,4,5,1,1,1,0
India,IND,176173658,0.895137925,2,30,1,2,1,1,1,1,0,,,1,2,,2,2,2,,,,2,,2,1,1,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
India,IND,171477130,1.571106793,2,21,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,3,2,2,2,2,2,2,,3,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,4,6,5,3,,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,139449475,1.621613525,1,21,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,2,4,,,,,,,2,2,,,,,2,,,,,,2,1,1,4,3,1,,0,0,5,4,4,4,3,5,1,2,0,0
India,IND,133502105,0.281847104,2,28,3,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,122042438,1.106579939,1,38,1,1,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,1,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,207314182,0.920480011,2,35,1,1,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,168043962,0.485576306,1,45,1,4,1,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,171174564,0.900977792,2,65,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,7,,,1,2,1,2,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,1,1,1,3,1,1,,0,1,2,3,4,4,2,3,1,2,0,0
India,IND,194307517,0.940342014,2,18,2,3,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,112427229,0.52655124,2,42,2,1,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,5,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,115142953,1.031597368,1,49,1,3,2,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,1,0,4,4,4,4,2,5,2,2,0,0
India,IND,127438942,0.988322288,1,19,1,3,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
India,IND,180340086,0.549179945,2,23,3,5,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,,1,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,2,2,2,1,2,2,2,2,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,4,5,1,1,1,1
India,IND,170338799,1.612277482,2,40,1,2,1,1,1,1,0,2,1,2,,,2,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,1,2,1,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,2,2,2,3,2,2,,1,1,4,4,4,1,2,5,1,2,1,0
India,IND,207770950,0.918699181,2,57,1,2,1,1,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,210379816,0.336404053,2,50,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,1,,1,2,1,1,2,2,2,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,3,,2,,1,1,4,4,4,4,2,5,2,2,0,0
India,IND,172540952,0.336404053,2,50,2,5,1,1,1,1,0,1,2,2,,,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,4,4,4,4,2,5,1,1,1,0
India,IND,204403199,0.699480169,1,23,3,3,1,1,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,1,1,2,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,1,2,,,,2,,,,1,2,2,,,1,4,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,1,,0,0,5,4,4,4,2,5,1,2,0,0
India,IND,133169868,0.631059817,2,23,2,1,1,1,1,1,0,2,2,2,,,1,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,1,1,1,1,1,,2,2,,2,2,2,2,,3,1,1,1,2,1,2,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,1,3,1,2,1,1
India,IND,173590288,2.416926705,2,60,2,2,1,1,1,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,,,,,,2,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,1,1,,,2,,,,1,1,2,1,,,1,2,2,2,1,,,1,2,2,2,2,1,1,1,1,2,,,1,1,1,1,3,1,,0,1,2,1,4,1,1,1,1,1,1,1
India,IND,183965795,0.812649399,1,55,1,4,2,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,7,,,2,,,,2,,,,1,1,2,1,,,1,1,1,2,,,1,1,1,1,2,,,2,,,,,,1,1,2,4,1,3,,1,0,1,1,1,4,1,5,1,2,1,0
India,IND,136717710,0.411173247,2,24,2,4,2,1,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,2,1,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,3,5,1,1,0,0
India,IND,111463977,0.38170484,2,26,3,4,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,2,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,1,2,4,4,4,2,5,1,1,0,0
India,IND,123124802,0.779742078,2,42,3,4,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,,,,,,2,1,,,,,,,,,,2,1,2,2,1,1,,2,1,1,2,2,,1,1,2,1,2,2,2,2,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,3,2,2,,1,1,4,4,3,3,4,5,1,1,1,1
India,IND,133026811,1.909375437,1,42,1,5,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,4,1,1,,0,1,1,4,4,4,2,3,2,2,1,0
India,IND,114599036,0.896494537,1,30,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,194507749,2.008957659,1,19,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,1,1,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,1,,0,1,4,4,4,4,4,1,2,2,0,0
India,IND,131376590,1.557184529,2,29,1,4,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,3,2,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,1,3,1,1,,1,1,2,4,4,4,1,5,1,1,1,0
India,IND,206513775,2.416926705,2,67,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,3,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,5,4,4,2,5,1,2,0,0
India,IND,175732507,0.485576306,1,45,1,3,2,1,1,1,0,2,2,2,,,2,1,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,112434109,0.650441365,1,46,1,3,1,2,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,3,5,1,2,0,0
India,IND,134704806,0.899260451,2,22,2,2,1,1,1,1,0,2,1,1,2,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,1,2,,,,1,1,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,2,2,3,2,2,2,,1,0,2,4,4,2,4,5,1,1,1,0
India,IND,135336847,0.272410369,2,50,2,3,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,116441633,1.19281498,2,21,3,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,3,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,154286900,0.896494537,1,30,1,1,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,2,,,,,,3,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,2,,0,1,5,4,4,4,4,5,1,2,0,0
India,IND,189975880,1.174441613,1,26,1,5,1,1,1,1,0,1,2,2,,,2,2,2,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,1,2,,,,1,1,,2,1,1,1,,3,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,3,5,1,1,1,0
India,IND,158122628,1.104905418,2,42,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,3,1,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,111179675,0.935628203,1,65,1,1,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,2,2,0,0
India,IND,187992961,0.888165035,2,52,1,2,1,1,1,1,0,1,1,1,2,,1,1,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,3,4,4,4,4,5,1,2,1,0
India,IND,133161121,1.183759408,2,17,2,5,1,1,1,1,0,2,2,1,1,1,2,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,1,1,1
India,IND,144464338,0.671811034,2,70,2,2,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,1,2,,8,,,2,,,,2,,,,1,3,2,,,2,2,,,,,,,1,1,1,2,,,1,1,1,2,,,1,1,5,5,5,2,,1,1,4,1,1,1,3,5,1,2,1,0
India,IND,124915923,1.398690622,1,33,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,163318566,0.922293507,1,23,2,1,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,1,2,,,,,,2,1,1,4,3,1,,0,0,4,1,4,4,4,5,2,2,1,0
India,IND,113246976,0.953204181,1,28,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,3,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,3,2,1,,0,0,4,4,4,4,3,5,2,2,0,0
India,IND,116654448,0.857737742,2,65,1,3,2,1,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,3,1,1,,0,1,4,1,4,4,4,5,2,2,1,0
India,IND,177274705,1.055341238,2,55,1,3,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,1,4,4,4,2,4,5,2,2,0,0
India,IND,206034978,0.21743007,2,45,2,4,1,2,1,1,0,1,1,2,,,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,5,1,1,1,0
India,IND,188528378,0.482512438,2,55,2,1,1,2,1,1,0,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,1,2,1,2,2,1,,0,1,4,4,1,4,4,5,2,2,1,0
India,IND,176820122,0.505652142,2,37,3,3,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,2,2,2,2,1,2,,1,1,1,1,2,,2,2,1,2,2,2,2,,3,2,2,1,1,,,2,,,,1,1,1,1,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,2,2,,1,0,1,4,4,4,1,1,1,1,1,1
India,IND,135606820,0.38744494,1,30,2,4,2,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,1,2,2,2,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,2,0,0
India,IND,163524327,1.038908773,2,15,1,1,2,1,1,1,0,2,1,3,,,3,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,1,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,1,1,4,1,4,4,4,5,1,3,1,0
India,IND,164247038,1.232604986,1,25,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,3,3,1,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,164776381,0.786743929,1,23,2,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1,1,1,1,2,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,1,,1,,1,1,4,4,4,4,4,5,1,1,0,0
India,IND,178776398,0.718240668,1,28,1,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,5,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,4,1,2,0,0
India,IND,121385815,0.960745059,2,38,1,2,1,1,1,1,0,2,2,2,,,2,1,2,,,,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,1,,0,1,2,4,4,4,2,5,1,2,0,0
India,IND,111639900,2.288417002,2,45,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,3,5,1,1,0,0
India,IND,177969734,1.324688491,2,55,1,4,1,2,1,1,0,2,2,1,2,,2,1,2,,,,2,,1,,,,,,1,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,1,2,1,,3,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,1,2,,0,1,4,4,4,4,4,4,1,1,1,0
India,IND,190763723,0.232983126,2,33,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,2,1,2,1,1,2,,2,2,2,,,,2,2,1,2,1,1,2,,3,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,4,3,1,,1,1,4,4,4,2,4,1,1,2,1,1
India,IND,139483698,2.416926705,1,27,1,2,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,2,2,0,0
